"Language","original","english","czech","german","russian","polish","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CookZ_HydrateMushroomInstructions","Use <b>water</b> on a <b>dried mushroom</b> to rehydrate it.","Use <b>water</b> on a <b>dried mushroom</b> to rehydrate it.","Použij <b>vodu</b> na <b>sušenou houbu</b>, aby se znovu hydratovala.","Verwende <b>Wasser</b> auf einem <b>getrockneten Pilz</b>, um ihn zu rehydrieren.","Используйте <b>воду</b> на <b>сушёном грибе</b>, чтобы восстановить его влагу.","Użyj <b>wody</b> na <b>suszonym grzybie</b>, aby go nawodnić.","Usa dell'<b>acqua</b> su un <b>fungo essiccato</b> per reidratarlo.","Usa <b>agua</b> en un <b>hongo seco</b> para rehidratarlo.","Utilisez de l'<b>eau</b> sur un <b>champignon séché</b> pour le réhydrater.","對<b>乾燥蘑菇</b>使用<b>水</b>來重新補水。","<b>乾燥キノコ</b>に<b>水</b>を使って再び水分を戻します。","Use <b>água</b> em um <b>cogumelo seco</b> para reidratá-lo.","对<b>干蘑菇</b>使用<b>水</b>来重新补水。",
"STR_CookZ_Ingredient_AnyMeat","Any Meat","Any Meat","Libovolné maso","Beliebiges Fleisch","Любое мясо","Dowolne mięso","Qualsiasi carne","Cualquier carne","N'importe quelle viande","任何肉类","どんな肉でも","Qualquer carne","任何肉类",
"STR_CookZ_Ingredient_AnyFish","Any Fish","Any Fish","Libovolná ryba","Beliebiger Fisch","Любая рыба","Dowolna ryba","Qualsiasi pesce","Cualquier pescado","N'importe quel poisson","任何鱼类","どんな魚でも","Qualquer peixe","任何鱼类",
"STR_CookZ_Ingredient_AnyFishFillet","Any Fish Fillet","Any Fish Fillet","Libovolný filet z ryby","Beliebiges Fischfilet","Любое рыбно филе","Dowolny filet rybny","Qualsiasi filetto di pesce","Cualquier filete de pescado","N'importe quel filet de poisson","任何鱼柳","どんな魚の切り身でも","Qualquer filé de peixe","任何鱼柳",
"STR_CookZ_Ingredient_AnyMushroom","Any Mushroom","Any Mushroom","Libovolná houba","Beliebiger Pilz","Любой гриб","Dowolny grzyb","Qualsiasi fungo","Cualquier hongo","N'importe quel champignon","任何蘑菇","どんなキノコでも","Qualquer cogumelo","任何蘑菇",
"STR_CookZ_Ingredient_AnyFruit","Any Fruit","Any Fruit","Libovolné ovoce","Beliebiges Obst","Любой фрукт","Dowolny owoc","Qualsiasi frutta","Cualquier fruta","N'importe quel fruit","任何水果","どんな果物でも","Qualquer fruta","任何水果",
"STR_CookZ_Ingredient_AnySausage","Any Sausage","Any Sausage","Libovolná klobása","Beliebige Wurst","Любая колбаса","Dowolna kiełbasa","Qualsiasi salsiccia","Cualquier salchicha","N'importe quelle saucisse","任何香肠","どんなソーセージでも","Qualquer linguiça","任何香肠",
"STR_CookZ_Ingredient_AnyBreadcrumb","Crackers or Salty Sticks","Crackers or Salty Sticks","Sušenky nebo slané tyčinky","Cracker oder Salzstangen","Печенье или соленая соломка","Ciastka lub słone paluszki","Cracker o bastoncini salati","Galletas o palitos salados","Crackers ou bâtonnets salés","饼干或咸味小棒","クラッカーまたは塩味のスティック","Biscoitos ou palitos salgados","饼干或咸味小棒",
"STR_CookZ_Ingredient_AnyDisinfect","Rags or Bandages","Rags or Bandages","Hadry nebo obvazy","Stofffetzen oder Verband","Тряпки или повязки","Szmatki lub bandaże","Stracci o bende","Trapos o vendas","Bandage ou charpie","抹布或绷带","布切れや包帯","Panos ou bandagens","抹布或绷带",
"STR_CookZ_Ingredient_AnyBlood","Blood Bag","Blood Bag","Vak s krví","Blutbeutel","Пакет крови","Worek krwi","Sacca di sangue","Bolsa de sangre","Poche de sang","血袋","血液バッグ","Bolsa de sangue","输血袋",
"STR_CookZ_Ingredient_AnyFoodCan100g","Food Can 100g","Food Can 100g","Konzerva jídla 100 g","Konservendose 100 g","Банка еды 100 г","Puszka jedzenia 100 g","Lattina di cibo 100 g","Lata de comida 100 g","Boîte de conserve 100 g","100克食品罐头","食品缶 100g","Lata de comida 100 g","100克食品罐头",
"STR_CookZ_Ingredient_AnyFoodCan250g","Food Can 250g","Food Can 250g","Konzerva jídla 250 g","Konservendose 250 g","Банка еды 250 г","Puszka jedzenia 250 g","Lattina di cibo 250 g","Lata de comida 250 g","Boîte de conserve 250 g","250克食品罐头","食品缶 250g","Lata de comida 250 g","250克食品罐头",
"STR_CookZ_Ingredient_AnyCuteCereal","Small Cereal Box","Small Cereal Box","Malá krabice cereálií","Kleine Schachtel Frühstücksflocken","Маленькая коробка хлопьев","Małe pudełko płatków śniadaniowych","Piccola scatola di cereali","Caja pequeña de cereales","Petite boîte de céréales","小盒早餐穀片","小さなシリアル箱","Caixa pequena de cereais","小盒麦片",
"STR_CookZ_UseA","Use a","Use a","Použij","Benutze","Используйте","Użyj","Usa un","Usa un","Utilisez","使用一个","使用する","Use um","使用一个",
"STR_CookZ_WithWater","with at least 500 ml of water","with at least 500 ml of water","s alespoň 500 ml vody","mit mindestens 500 ml Wasser","с минимум 500 мл воды","z co najmniej 500 ml wody","con almeno 500 ml di acqua","con al menos 500 ml de agua","avec au moins 500 ml d'eau","至少500毫升水","少なくとも500mlの水を使って","com pelo menos 500 ml de água","至少500毫升水",
"STR_CookZ_UseEmptyCan","Fill into an empty can.","Fill into an empty can.","Napusť do prázdné plechovky.","In eine leere Dose füllen.","Наполните в пустую банку.","Napełnij do pustej puszki.","Riempi in una lattina vuota.","Llena en una lata vacía.","Versez dans une boîte vide en métal.","倒入空罐中。","空の缶に入れる。","Encha em uma lata vazia.","倒入空罐中。",
"STR_CookZ_UseEmptyBox","Fill into an empty box.","Fill into an empty box.","Napusť do prázdné krabice.","In eine leere Schachtel füllen.","Наполните в пустую коробку.","Napełnij do pustego pudełka.","Riempi in una scatola vuota.","Llena en una caja vacía.","Versez dans une boîte vide en carton.","倒入空盒子中。","空の箱に入れる。","Encha em uma caixa vazia.","倒入空盒子中。",
"STR_CookZ_AtLeastOne","at least one","at least one","alespoň jeden","mindestens ein","по крайней мере один","co najmniej jeden","almeno uno","al menos uno","au moins un","至少一个","少なくとも1つ","pelo menos um","至少一个",
"STR_CookZ_Or","or","or","nebo","oder","или","lub","o","o","ou","或","または","ou","或",
"STR_CookZ_Open","open","open","otevřeno","offen","открыто","otwarte","aperto","abierto","ouvert","打开","開いている","aberto","打开",
"STR_CookZ_Cookbook","Cookbook","Cookbook","Kuchařka","Kochbuch","Кулинарная книга","Książka kucharska","Ricettario","Libro de cocina","Livre de cuisine","食谱","クックブック","Livro de receitas","食谱",
"STR_CookZ_CuteCereal_UwU_DN","UwU Corn Flakes","UwU Corn Flakes","UwU kukuřičné lupínky","UwU Cornflakes","UwU кукурузные хлопья","UwU płatki kukurydziane","UwU corn flakes","UwU copos de maíz","UwU corn flakes","UwU 玉米片","UwU コーンフレーク","UwU flocos de milho","UwU 玉米片",
"STR_CookZ_CuteCereal_UwU_DS","A small box of plum-flavored corn flakes. Subtly sweet, faintly questionable, unmistakably uwu.","A small box of plum-flavored corn flakes. Subtly sweet, faintly questionable, unmistakably uwu.","Malá krabička kukuřičných lupínků s příchutí švestky. Jemně sladké, lehce pochybné, jednoznačně uwu.","Eine kleine Packung Cornflakes mit Pflaumengeschmack. Dezent süß, leicht fragwürdig, eindeutig uwu.","Небольшая коробка кукурузных хлопьев со вкусом сливы. Ненавязчиво сладкие, слегка сомнительные, однозначно uwu.","Małe pudełko płatków kukurydzianych o smaku śliwki. Delikatnie słodkie, lekko podejrzane, zdecydowanie uwu.","Una piccola scatola di corn flakes al gusto di prugna. Delicatamente dolci, leggermente discutibili, decisamente uwu.","Una pequeña caja de copos de maíz con sabor a ciruela. Sutilmente dulces, ligeramente cuestionables, inconfundiblemente uwu.","Une petite boîte de corn flakes au goût de prune. Subtilement sucrés, légèrement douteux, indéniablement uwu.","一小盒李子味玉米片。微甜，略显可疑，但毫无疑问很 uwu。","プラム風味のコーンフレークの小箱。ほのかに甘く、やや怪しく、それでも確実に uwu。","Uma pequena caixa de flocos de milho com sabor a ameixa. Sutilmente doces, ligeiramente questionáveis, inconfundivelmente uwu.","一小盒李子味玉米片。微甜，略显可疑，但毫无疑问很 uwu。",
"STR_CookZ_CuteCereal_Hellfire_DN","Hellfire Corn Flakes","Hellfire Corn Flakes","Hellfire kukuřičné lupínky","Hellfire Cornflakes","Hellfire кукурузные хлопья","Hellfire płatki kukurydziane","Hellfire corn flakes","Hellfire copos de maíz","Hellfire corn flakes","Hellfire 玉米片","Hellfire コーンフレーク","Hellfire flocos de milho","Hellfire 玉米片",
"STR_CookZ_CuteCereal_Hellfire_DS","A small box of pear-flavored corn flakes. Mildly sweet with a harsh finish - pairs well with a shotgun and questionable decisions.","A small box of pear-flavored corn flakes. Mildly sweet with a harsh finish - pairs well with a shotgun and questionable decisions.","Malá krabička kukuřičných lupínků s příchutí hrušky. Mírně sladké s drsným dozvukem - hodí se ke brokovnici a pochybným rozhodnutím.","Eine kleine Packung Cornflakes mit Birnengeschmack. Mäßig süß mit hartem Abgang - passt gut zu einer Schrotflinte und fragwürdigen Entscheidungen.","Небольшая коробка кукурузных хлопьев со вкусом груши. Умеренно сладкие с жёстким послевкусием - хорошо сочетаются с дробовиком и сомнительными решениями.","Małe pudełko płatków kukurydzianych o smaku gruszki. Lekko słodkie z ostrym finiszem - dobrze pasują do strzelby i wątpliwych decyzji.","Una piccola scatola di corn flakes al gusto di pera. Leggermente dolci con un finale deciso - si abbinano bene a un fucile a pompa e a scelte discutibili.","Una pequeña caja de copos de maíz con sabor a pera. Ligeramente dulces con un final duro - combinan bien con una escopeta y decisiones cuestionables.","Une petite boîte de corn flakes au goût de poire. Légèrement sucrés avec une fin brutale - s’accordent bien avec un fusil à pompe et des décisions douteuses.","一小盒梨味玉米片。略带甜味但收尾强烈 - 适合搭配霰弹枪和 questionable 的决定。","洋梨風味のコーンフレークの小箱。やや甘く荒い後味 - ショットガンと微妙な判断に合う。","Uma pequena caixa de flocos de milho com sabor a pera. Levemente doces com um final forte - combinam bem com uma espingarda e decisões questionáveis.","一小盒梨味玉米片。略带甜味但收尾强烈 - 适合搭配霰弹枪和 questionable 的决定。",
"STR_CookZ_CuteCereal_GreenMountain_DN","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1","Green Mountain No.1",
"STR_CookZ_CuteCereal_GreenMountain_DS","A small box of apple-flavored corn flakes. Straight from Green Mountain - Chernarus' No.1 cereal, familiar, reliable, and hard to replace.","A small box of apple-flavored corn flakes. Straight from Green Mountain - Chernarus' No.1 cereal, familiar, reliable, and hard to replace.","Malá krabička kukuřičných lupínků s příchutí jablka. Přímo z Green Mountain - cereálie č.1 v Chernarusu, známé, spolehlivé a těžko nahraditelné.","Eine kleine Packung Cornflakes mit Apfelgeschmack. Direkt vom Green Mountain - Chernarus' Nr.1 unter den Cerealien, vertraut, verlässlich und schwer zu ersetzen.","Небольшая коробка кукурузных хлопьев со вкусом яблока. Прямо с Green Mountain - хлопья №1 в Чернаруси, привычные, надёжные и трудно заменимые.","Małe pudełko płatków kukurydzianych o smaku jabłka. Prosto z Green Mountain - płatki nr 1 w Chernarusie, znane, niezawodne i trudne do zastąpienia.","Una piccola scatola di corn flakes al gusto di mela. Direttamente da Green Mountain - i cereali n.1 di Chernarus, familiari, affidabili e difficili da sostituire.","Una pequeña caja de copos de maíz con sabor a manzana. Directamente de Green Mountain - el cereal n.º 1 de Chernarus, familiar, fiable y difícil de reemplazar.","Une petite boîte de corn flakes au goût de pomme. Directement de Green Mountain - les céréales n°1 de Chernarus, familières, fiables et difficiles à remplacer.","一小盒苹果味玉米片。来自Green Mountain - 切尔纳鲁斯排名第一的麦片，熟悉、可靠且难以替代。","リンゴ風味のコーンフレークの小箱。Green Mountain直送 - チェルナルスでNo.1のシリアル、馴染み深く信頼できて代えがたい。","Uma pequena caixa de flocos de milho com sabor a maçã. Diretamente de Green Mountain - o cereal nº1 de Chernarus, familiar, confiável e difícil de substituir.","一小盒苹果味玉米片。来自Green Mountain - 切尔纳鲁斯排名第一的麦片，熟悉、可靠且难以替代。",
